-2.9174	0.8296
-2.67994	0.91704
-2.44248	0.93722
-2.20501	1.00448
-1.97788	1.13229
-1.74041	1.0852
-1.51327	1.10538
-1.39971	1.0852
-1.28614	1.20628
-1.059	1.17265
-0.95575	1.1861
-0.89381	1.1861
-0.84218	1.30045
-0.73894	1.43498
-0.63569	1.5157
-0.56342	1.44843
-0.52212	1.55605
-0.48083	1.6704
-0.41888	1.89238
-0.32596	2.20179
-0.28466	2.30269
-0.23304	2.33632
-0.28466	2.57175
-0.18142	2.57175
-0.37758	2.85426
-0.19174	2.80717
-0.15044	2.71973
-0.10914	2.76009
-0.07817	2.9417
-0.0059	2.84753
0.00442	2.713
-0.03687	3.20404
0.04572	3.11659
0.00442	2.98206
0.11799	2.787
0.20059	2.49776
0.28319	2.14798
0.37611	1.74439
0.47935	1.79821
0.5826	1.62332
0.68584	1.63677
0.78909	1.5426
0.90265	1.56278
1.0059	1.46861
1.11947	1.46861
1.23304	1.37444
1.33628	1.32735
1.46018	1.25336
1.57375	1.21973
1.68732	1.15247
1.81121	1.19955
1.91445	1.17265
2.03835	1.11211
2.16224	1.13229
2.26549	0.99776
2.38938	1.00448
2.50295	0.99103
2.62684	1.03139
2.74041	0.89013
2.87463	0.86323
2.9882	0.76906
3.11209	0.77578
3.22566	0.8565
3.33923	0.81614
3.47345	0.80942
3.59735	0.72197
3.71091	0.70852
3.83481	0.68161
3.9587	0.70179
4.0826	0.62108
4.20649	0.54036
