-2.92532	1612.3301
-2.67994	1610.43689
-2.44523	1608.47087
-2.21053	1606.28641
-1.97582	1604.68447
-1.75178	1603.4466
-1.68777	1602.57282
-1.51707	1601.48058
-1.38905	1600.53398
-1.28236	1599.66019
-1.06899	1597.83981
-0.87696	1597.03883
-0.73826	1596.01942
-0.63158	1594.63592
-0.53556	1591.57767
-0.48222	1589.8301
-0.33286	1587.79126
-0.2155	1586.04369
-0.09815	1584.2233
0.11522	1583.85922
0.28592	1584.15049
0.38193	1586.40777
0.47795	1587.57282
0.57397	1588.59223
0.68065	1589.3932
0.78734	1590.33981
0.89403	1591.06796
1.12873	1592.30583
1.22475	1593.25243
1.34211	1593.90777
1.47013	1594.56311
1.56615	1595.29126
1.69417	1596.31068
1.81152	1597.03883
1.91821	1597.47573
2.15292	1598.56796
2.38762	1600.09709
2.633	1601.5534
2.86771	1602.64563
3.11309	1604.10194
3.35846	1604.97573
3.48649	1605.33981
3.72119	1605.55825
3.83855	1607.01456
4.09459	1606.86893
4.22262	1605.12136
4.45733	1605.41262
