-2.75169	2700.75067
-2.55068	2701.50134
-2.34966	2701.17962
-2.14865	2699.57105
-1.94764	2698.92761
-1.74662	2697.64075
-1.54561	2697.31903
-1.45101	2696.46113
-1.34459	2694.85255
-1.14358	2693.99464
-1.03716	2693.67292
-0.84797	2692.70777
-0.74155	2691.0992
-0.69426	2690.13405
-0.64696	2688.95442
-0.59966	2687.88204
-0.44595	2687.13137
-0.35135	2686.80965
-0.24493	2686.48794
-0.15034	2685.95174
0.00338	2686.16622
0.1098	2685.63003
0.20439	2685.8445
0.29899	2685.41555
0.40541	2685.63003
0.5	2685.8445
0.60642	2686.05898
0.70101	2685.8445
0.79561	2685.8445
0.90203	2686.16622
0.99662	2686.48794
1.10304	2686.48794
1.19764	2686.91689
1.30405	2686.91689
1.41047	2687.02413
1.50507	2686.70241
1.59966	2686.91689
1.70608	2687.13137
1.80068	2686.59517
1.89527	2686.70241
2.00169	2686.59517
2.09628	2686.59517
2.2027	2685.95174
2.2973	2685.73727
2.40372	2685.41555
2.49831	2684.12869
2.60473	2684.23592
2.69932	2682.84182
2.80574	2680.58981
2.90034	2679.41019
2.99493	2678.55228
3.10135	2676.51475
3.19595	2675.5496
3.30236	2674.36997
3.39696	2672.01072
3.50338	2667.29223
3.59797	2664.82574
3.70439	2662.35925
3.79899	2659.46381
4	2659.57105
